fonKodu,raporTarihi,kurucu,kurucuDuzeni,satir,agirlikToplam,tefasGun,tefasSapma,hisseSatir,yabanciHisseSatir,bistKoduBos,adTemiz,durum,sebep,not
AB5,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,4,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ABU,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,9,100.0,2026-09-01,0.0,1,0,0,6,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AD4,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,4,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ADE,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,28,100.0,2026-09-01,0.0,18,3,0,12,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ADP,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,25,100.0,2026-09-01,0.0,17,0,0,8,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AES,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,20,100.0,2026-09-01,0.0,0,0,0,6,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AEV,2026-08,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,standart,23,100.0,2026-09-01,0.0,20,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AFA,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,69,100.0,2026-09-01,0.0,0,61,0,41,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AFS,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,40,100.0,2026-09-01,0.0,0,29,0,21,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AFT,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,37,100.0,2026-09-01,0.0,0,28,0,13,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AFV,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,84,100.0,2026-09-01,0.0,0,73,0,56,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AGC,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,16,100.0,2026-09-01,0.0,0,0,0,13,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AIS,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,98,100.0,2026-09-01,0.0,0,0,0,77,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AJE,2026-07,AK PORTFÖY YÖNETİMİ A.Ş.,standart,7,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AJK,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,6,100.0,2026-09-01,0.0,0,0,0,3,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AJL,2026-07,AK PORTFÖY YÖNETİMİ A.Ş.,standart,5,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AJN,2026-07,AK PORTFÖY YÖNETİMİ A.Ş.,standart,3,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AK2,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,15,100.0,2026-09-01,0.0,0,0,0,12,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AK3,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,88,100.0,2026-09-01,0.0,75,0,0,51,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AKE,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,30,100.0,2026-09-01,0.0,0,0,0,17,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AKU,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,42,100.0,2026-09-01,0.0,33,0,0,21,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ALC,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,52,100.0,2026-09-01,0.0,42,0,0,35,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ANL,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,42,100.0,2026-09-01,0.0,0,0,0,30,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AOJ,2026-08,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,standart,14,100.0,2026-09-01,0.0,12,0,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AOY,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,35,100.0,2026-09-01,0.0,0,22,0,21,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
APJ,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,16,100.0,2026-09-01,0.0,0,0,0,3,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
APT,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,20,100.0,2026-09-01,0.0,0,0,0,18,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ARL,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,44,99.99,2026-09-01,0.01,0,4,0,11,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
ARM,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,40,99.96,2026-09-01,0.04,0,4,0,9,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AS1,2026-08,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,standart,7,100.0,2026-09-01,0.0,0,1,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AU3,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,4,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AVT,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,45,100.0,2026-09-01,0.0,0,0,0,19,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AYR,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,113,100.0,2026-09-01,0.0,0,0,0,11,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
AZF,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,117,100.0,2026-09-01,0.0,0,0,0,13,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BAI,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,11,100.0,2026-09-01,,,,,,hata,şart 2: 1 satırda ISIN okunamadı (Hisse Türk: YATIRIM ORTAKLIĞI A.Ş. INTET İ),gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BBP,2026-08,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,standart,12,100.0,2026-09-01,0.0,0,0,0,6,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BCK,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,52,100.0,2026-09-01,0.0,14,29,0,6,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BDC,2026-08,AURA PORTFÖY YÖNETİMİ A.Ş.,standart,23,93.25,2026-09-01,,,,,,hata,şart 1: ağırlık toplamı 93.25,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BDY,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,77,100.0,2026-09-01,0.0,72,0,0,48,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BFE,2026-08,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,standart,9,100.0,2026-09-01,0.0,2,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BGR,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,55,100.0,2026-09-01,0.0,53,0,0,27,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BHE,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,14,100.0,2026-09-01,0.0,9,0,0,4,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BHI,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,151,100.0,2026-09-01,0.0,93,0,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BHL,2026-08,İŞ PORTFÖY YÖNETİMİ A.Ş.,standart,141,100.0,2026-09-01,0.0,140,0,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BID,2026-07,QNB PORTFÖY YÖNETİMİ A.Ş.,standart,32,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BIO,2026-08,İŞ PORTFÖY YÖNETİMİ A.Ş.,standart,93,100.0,2026-09-01,0.0,85,0,0,3,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BIS,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,18,99.01,2026-09-01,0.99,0,0,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BLD,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,bilinmiyor,0,,,,,,,,duzen_taninmadi,düzen tanınmadı,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BNC,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,9,100.0,2026-09-01,0.0,0,0,0,7,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BRC,2026-08,RE-PIE PORTFÖY YÖNETİMİ A.Ş.,standart,7,100.0,2026-09-01,0.0,3,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BRF,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,14,100.0,2026-09-01,0.0,0,0,0,3,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BRG,2026-08,TEB PORTFÖY YÖNETİMİ A.Ş.,standart,34,100.0,2026-09-01,0.0,0,0,0,15,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BRR,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,39,100.0,2026-09-01,0.0,0,0,0,19,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BSD,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,32,94.24,2026-09-01,,,,,,hata,şart 1: ağırlık toplamı 94.24,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BTE,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,48,100.0,2026-09-01,,,,,,hata,şart 2: 1 satırda ISIN okunamadı (Hisse Türk: MÜHENDIS LIK SANAYI VE TICARET),gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BTK,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,37,100.0,2026-09-01,,,,,,hata,şart 2: 1 satırda ISIN okunamadı (Hisse Türk: TEKNOLOJI LERI A.Ş. INTET İNTE),gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BUY,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,49,100.0,2026-09-01,0.0,44,0,0,26,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BV1,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,51,100.0,2026-09-01,,,,,,hata,şart 2: 1 satırda ISIN okunamadı (Hisse Türk: YATIRIM ORTAKLIGI A.Ş. INTET İ),gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BVD,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,57,97.82,2026-09-01,,,,,,hata,şart 1: ağırlık toplamı 97.82,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BVF,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,56,100.0,2026-09-01,0.0,0,0,0,7,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BVM,2026-08,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,standart,10,100.0,2026-09-01,0.0,8,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BVV,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,54,100.0,2026-09-01,,,,,,hata,şart 2: 1 satırda ISIN okunamadı (Hisse Türk: RI SANAYI VE TICARET A.Ş. INTE),gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
BVZ,2026-08,BV PORTFÖY YÖNETİMİ A.Ş.,standart,160,100.0,2026-09-01,0.0,80,0,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
CJD,2026-07,AK PORTFÖY YÖNETİMİ A.Ş.,standart,3,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
CJH,2026-07,AK PORTFÖY YÖNETİMİ A.Ş.,standart,6,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
CKS,2026-08,İŞ PORTFÖY YÖNETİMİ A.Ş.,standart,8,100.0,2026-09-01,0.0,0,0,0,4,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
COT,2026-07,AK PORTFÖY YÖNETİMİ A.Ş.,standart,3,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
CVA,2026-07,AK PORTFÖY YÖNETİMİ A.Ş.,standart,36,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
CVE,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,12,100.0,2026-09-01,0.0,0,0,0,9,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
CYD,2026-07,AK PORTFÖY YÖNETİMİ A.Ş.,standart,4,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DAH,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,bilinmiyor,0,,,,,,,,duzen_taninmadi,düzen tanınmadı,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DAS,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,66,100.0,2026-09-01,0.0,0,0,0,10,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DBA,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,bilinmiyor,0,,,,,,,,duzen_taninmadi,düzen tanınmadı,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DBB,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,bilinmiyor,0,,,,,,,,duzen_taninmadi,düzen tanınmadı,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DBH,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,28,100.0,2026-09-01,0.0,0,0,0,4,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DBK,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,bilinmiyor,0,,,,,,,,duzen_taninmadi,düzen tanınmadı,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DBP,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,28,100.0,2026-09-01,,,,,,hata,şart 2: 1 satırda ISIN okunamadı (Borsa Y.Fonu Türk: Borsa Y.Fonu Türk Z30EA ZİRAAT),gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DBZ,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,bilinmiyor,0,,,,,,,,duzen_taninmadi,düzen tanınmadı,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DCB,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,106,100.0,2026-09-01,0.0,0,0,0,67,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DDA,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,22,100.0,2026-09-01,0.0,18,0,0,3,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DEF,2026-08,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,standart,19,100.0,2026-09-01,0.0,10,0,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DFC,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,46,100.0,2026-09-01,0.0,18,23,0,5,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DFD,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,bilinmiyor,0,,,,,,,,duzen_taninmadi,düzen tanınmadı,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DHJ,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,36,100.0,2026-09-01,0.0,33,0,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DHM,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,bilinmiyor,0,,,,,,,,duzen_taninmadi,düzen tanınmadı,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DHT,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,45,100.0,2026-09-01,0.0,5,24,0,6,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DHV,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,bilinmiyor,0,,,,,,,,duzen_taninmadi,düzen tanınmadı,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DID,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,29,100.0,2026-09-01,0.0,7,10,0,3,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DIP,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,43,100.0,2026-09-01,0.0,0,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DKC,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,10,100.0,2026-09-01,0.0,2,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DKH,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,40,100.0,2026-09-01,0.0,36,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DKL,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,bilinmiyor,0,,,,,,,,duzen_taninmadi,düzen tanınmadı,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DKR,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,23,100.0,2026-09-01,0.0,8,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DL2,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,42,100.0,2026-09-01,0.0,0,0,0,30,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DLD,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,37,100.0,2026-09-01,0.0,35,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DLN,2026-04,AURA PORTFÖY YÖNETİMİ A.Ş.,standart,3,100.0,,,,,,,beklemede,şart 3: TEFAS izleyen gün dağılımı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DLY,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,230,100.0,2026-09-01,0.0,0,0,0,173,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DLZ,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,6,100.0,2026-09-01,0.0,2,0,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DMG,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,20,100.0,2026-09-01,0.0,0,1,0,5,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DMI,2026-08,İŞ PORTFÖY YÖNETİMİ A.Ş.,standart,55,100.0,2026-09-01,0.0,52,0,0,3,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DNH,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,19,100.0,2026-09-01,0.0,16,0,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DNM,2026-08,QNB PORTFÖY YÖNETİMİ A.Ş.,standart,28,87.97,2026-09-01,,,,,,hata,şart 1: ağırlık toplamı 87.97,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DNP,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,34,100.0,2026-09-01,0.0,0,0,0,4,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DOH,2026-08,TERA PORTFÖY YÖNETİMİ A.Ş.,standart,57,100.0,2026-09-01,0.0,51,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DOV,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,36,100.0,2026-09-01,0.0,0,0,0,5,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DPB,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,56,100.0,2026-09-01,0.0,2,0,0,7,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DPI,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,48,100.0,2026-09-01,0.0,29,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DPK,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,58,100.0,2026-09-01,0.0,0,0,0,11,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DPT,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,0,,2026-09-01,,,,,,duzen_taninmadi,kıymet satırı yok,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DRT,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,36,100.0,2026-09-01,0.0,11,14,0,4,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DSD,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,11,100.0,2026-09-01,0.0,0,0,0,4,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DSP,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,30,100.0,2026-09-01,0.0,0,0,0,3,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DTL,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,46,100.0,2026-09-01,0.0,43,0,0,1,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DTM,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,37,100.0,2026-09-01,0.0,17,17,0,4,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DTZ,2026-08,AK PORTFÖY YÖNETİMİ A.Ş.,standart,47,100.0,2026-09-01,0.0,19,17,0,28,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DUD,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,6,100.0,2026-09-01,0.0,0,0,0,3,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DUH,2026-08,HEDEF PORTFÖY YÖNETİMİ A.Ş.,standart,4,100.0,2026-09-01,0.0,2,0,0,0,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DUV,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,12,100.0,2026-09-01,0.0,0,0,0,11,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DVS,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,standart,19,100.0,2026-09-01,0.0,0,0,0,10,yayimlandi,,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DVT,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DXP,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
DYN,2026-08,DENİZ PORTFÖY YÖNETİMİ A.Ş.,-,0,,,,,,,,hata,ayrıştırma hatası: ,gunluk tur; birikimli hal arsiv/fon_icerik_YYYY-MM.csv.gz
