tarih,fonKodu,bb,byf,d,db,bpp,btaa,btas,dt,dot,eut,fb,fkb,gas,gsykb,gsyy,gykb,gyy,hb,hs,kba,kh,khau,khd,khtl,kks,kksd,kkstl,kksyd,km,kmbyf,kmkba,kmkks,kibd,osks,ost,r,t,tpp,tr,vdm,vm,vmau,vmd,vmtl,vint,yba,ybkb,ybosb,ybyf,yhs,ymk,yyf,oksyd,osdb
2026-09-07,KPA,,,,,,,2.72,,,,,,,,,,,,88.05,,,,,,,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,7.46,,
2026-09-07,KPB,,,,,,,,,,,,,,,,,,,99.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,
2026-09-07,KPC,,,,,,,8.39,,,,,,,2.54,,,,,87.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,
2026-09-07,KPD,,,15.75,,,,,,,,,,,,,,,,,,,,,,,15.86,,31.73,,,,,,,,,,,,,,,,,,,,,,,,18.03,18.63,
2026-09-07,KPF,,0.08,,,,,,,,,,,,,,,,,365.23,,,,,,,,,,,,,,,,,-290.96,,,,,,,,,25.65,,,,,,,,,
2026-09-07,KPH,,,,,,,,,,,,,,,,,,,92.57,,,,,,,,,,,,,,,,,,,,3.67,,,,,,2.61,,,,,,,1.15,,
2026-09-07,KPI,,,,,,,38.37,,,,,,,,,,,,,,,,,38.51,,,,,,,,,,23.12,,,,,,,,,,,,,,,,,,,,
2026-09-07,KPK,,,,,,,,,,,,,,,,,,,,37.66,,,,,,9.71,,,,,,,,,,,,,,,,,,15.83,,,,,,,,10.36,,26.44
2026-09-07,KPM,,,,,,,,,,,,,,,,,,,93.07,,,,,,,,,,,,,,,,,,,,,,,,,,6.93,,,,,,,,,
2026-09-07,KPP,,,,,,,,11.48,,,18.65,,,,,,,,,,,,,,,,,,,,,,,,4.39,,,,65.25,,,,,0.23,,,,,,,,,,
2026-09-07,KPR,,,-0.31,,,,,,,,,,,,,,,,,,,34.99,,64.99,,,,,0.31,,,,,0.02,,,,,,,,,,,,,,,,,,,,
2026-09-07,KPS,,,,,,,,,,,,,,,,,,,,30.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.08
2026-09-07,KPU,,2.79,,,,,3.31,,,,,,,5.55,,,,,86.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,,
2026-09-07,KRC,,,,,,,,63.88,,,31.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.11,,,,,,,,,
2026-09-07,KRF,,,,,,,,,,,14.54,,,,,,,,29.37,,,,,,,,,,,,,,,,,,,,,,,,,,38.26,,,,,,,17.83,,
2026-09-07,KRH,,,,,,,,,,,,,,,,,,,93.28,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,,,,,,,,,
2026-09-07,KRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,0.02,,,,,,,,2.02,,96.97
2026-09-07,KRR,,,,,,,,,,,15.35,,,,,,,,61.7,,,,,,,,,,,,,,,,11.69,,,10.07,,,,,,,,,,,,,,1.19,,
2026-09-07,KRS,,,,,,,,,,,,,,,,,,,,6.17,,,3.36,,,,,,,,,,,,,,,,,,,,,,4.92,,,6.31,,46.28,,12.54,,20.42
2026-09-07,KRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.27,,0.02,,,13.58,,,,,,78.13
2026-09-07,KRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,99.92
2026-09-07,KSA,,,0.04,,32.06,,,,,,16.35,,,,,,,,,,,,,9.56,,,,,,,,,,0.07,9.84,,,0.37,4.21,0.66,,,,26.84,,,,,,,,,,
2026-09-07,KSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
2026-09-07,KSK,,,,,,,6.85,,,,,,,,,,,,,,,,,55.18,,,1.26,,,,,,,36.49,,,,,,0.22,,,,,,,,,,,,,,
2026-09-07,KSL,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,KSM,,,,,,,,,,,,,,,,,,,,,,,84.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,5.89,
2026-09-07,KSP,,,,,,,,,,,,,,,,,,,,19.85,,,,,,,,,,,,,,,,,,,,,,,12.43,,,,,4.24,,,,,,63.48
2026-09-07,KSR,,,,,,,3.67,,,,,,,,,,,,30.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.47,,5.57,7.22,
2026-09-07,KST,,5.17,,,,,,,,,,,,,,,,,88.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,,
2026-09-07,KSV,,,,,,,47.77,,,,,,,,,,,,,,,,,52.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,KSY,,,,,,,,5.8,,,1.34,,,,,,,,,,,,,,,,,,,,,,,,0.85,,,36.04,,,,,,53.78,0.01,,,,,,,2.18,,
2026-09-07,KTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
2026-09-07,KTI,,,,,,,,,,,,,,,,,,,76.59,,,,,2.29,,,3.56,,,,,,,,,,,,,,,,,,,,,,,,,17.56,,
2026-09-07,KTJ,,,,,,,7.51,,,,,,,,,,,,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.87,,4.35,,
2026-09-07,KTM,,,,,,,13.69,,,,,,,,,,,,37.84,,,,,,,,41.89,,,,,,,,,,,,,,,,,,,,,,,,,6.58,,
2026-09-07,KTN,,,,,,,,,,,,,,,,,,,,,,,,,,,83.8,,,,,,,14.25,,,,,,,,,,,,,,,,,,1.95,,
2026-09-07,KTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,99.79,,
2026-09-07,KTS,,,,,,,9.24,,,,,,,,,,,,81.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.12,,
2026-09-07,KTT,,,12.18,,,,,,,,,,,,,,,,,,,,,,,36.97,,11.15,,,,,,,,,,,,,,,,,,,,,,,,14.47,25.23,
2026-09-07,KTU,,8.04,,,,,36.24,,,,,,,0.6,,,,,53.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,,
2026-09-07,KTV,,,,,,,18.11,,,,,,,,,,,,,,,,,,,,19.21,,,,,,,62.68,,,,,,,,,,,,,,,,,,,,
2026-09-07,KU3,,,,,,,9.97,,,,,,,,,,,,53.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.69,,2.56,,
2026-09-07,KUA,,,,,,,25.07,,,,,,,,,,,,71.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
2026-09-07,KUB,,,,,,,,,,,,,,,,,,,,45.4,,,,,,,,,,,,,,,,,,,,,,,,,19.46,,,4.32,,12.35,,0.16,,18.31
2026-09-07,KUD,,11.41,,,,,55.14,,,,,,,,,,,,31.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,,,0.06,,
2026-09-07,KUP,,,,,,,,,,,,,,,,,,,,99.67,,,,,,,,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,
2026-09-07,KUT,,10.16,,,,,0.5,,,,,,,,,,,,,,,,,,,,1.94,,65.29,,,17.94,,0.01,,,,,,,,,,,,,,,3.77,,,0.39,,
2026-09-07,KVA,,,,,,,,,,,,,,,,,,,,,,,,56.77,,,,,,,,,,43.23,,,,,,,,,,,,,,,,,,,,
2026-09-07,KVK,,,,,,,,,,,,,,,,,,,51.28,,,,,44.48,,,,,,,,,,3.15,,,,,,,,,,,1.09,,,,,,,,,
2026-09-07,KVR,,,,,,,0.13,,,,,,,,,,,,,,,,,62.01,,,2.13,,,,,,,35.73,,,,,,,,,,,,,,,,,,,,
2026-09-07,KVS,,,,,,,,,,,8.92,,,,,,,,,,,,,9.48,,,,,,,,,,1.06,13.92,,,,24.05,0.38,,,,42.19,,,,,,,,,,
2026-09-07,KVT,,,,,,,,,,,,,,,,,,,89.15,,,,,,,,,,,,,,,,,,,,8.12,,,,,,,,,,,,,2.73,,
2026-09-07,KYA,,,,,,,,,,,,,,,,,,,89.93,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,,,,,,,6.06,,
2026-09-07,KYR,,,,,,,13.61,,,,,,,,,,,,84.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28,,
2026-09-07,KYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.54,,,,,,,,,99.46
2026-09-07,KZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.98,,,,,,,,,,,,,,,,,,,,,,,0.02,,
2026-09-07,KZO,,,,,,,,,,,,,,,,,,,85.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.73,,
2026-09-07,KZU,,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,85.41,,,,,,,,,,,,,,,,,,,,,,,1.39,,
2026-09-07,LAI,,,,,,,,,,,,,,,,,,,99.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,
2026-09-07,LET,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,2.78,90.38
2026-09-07,LFD,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,LGK,,,,,,,,7.74,,,,,,,,,,,53.08,,,,,,,,,,,,,,,,2.35,,,,,,,,,18.17,5.51,,,,,,,13.15,,
2026-09-07,LGO,,,,,,,,,,,,,,,,,,,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,
2026-09-07,LHM,,,,,,,,,,,,,,,,,,,,7.53,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,18.91,,73.19
2026-09-07,LHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
2026-09-07,LKF,,8.43,,,,,,,,,,,,,,,,,,,,,,,,,,,69.7,,,19.12,,,,,,,,,,,,,,,,,,,,2.75,,
2026-09-07,LKT,,,2.3,,,,,5.52,,,,,,,,,,4.45,,,,,,,,,,,,,,,,,,,,,80.61,,,,,7.12,,,,,,,,,,
2026-09-07,LLA,,,,,,,,,,,,,,,,,,,88.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.09,,
2026-09-07,LPH,,,,,,,,,,,,,,,,,,,89.75,,,,,,,,,,,,,,,,,,,,,,,,,0.01,10.24,,,,,,,,,
2026-09-07,LRT,,,,,,,,8,,,,,,,,,,,22.15,,,,,,,,,,,,,,,,,,,,,,,,,60.22,9.63,,,,,,,,,
2026-09-07,LTC,,,,,,,,,,,,,,,,,,,82.57,,,,,,,,,,,,,,,,,,,7.59,,,,,,,9.84,,,,,,,,,
2026-09-07,LTL,,,,,,,,,,,,,,,,,,,98.71,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,,,,,,,0.03,,
2026-09-07,LTS,,,,,,,,,,,29.86,,,,,,,,58.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.76,,
2026-09-07,LZV,,,,,,,,,,,,,,,,,,,99.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,
2026-09-07,MAC,,,,,,,,,,,,,,,,,,,96.34,,,,,,,,,,,,,,,,,,,3.19,,,,,,,0.48,,,,,,,,,
2026-09-07,MAD,,,,,,,,,,,4.11,,,,,,,,68.97,,,,,,,,,,,,,,,,2.75,,,2.76,15.76,,,,,,5.65,,,,,,,,,
2026-09-07,MAS,,,,,,,,,,,,,,,,,,,95.68,,,,,,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,
2026-09-07,MAV,,,,,,,,,,,,,,,,,,,,19.29,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32,,,9.36,,15.06,3.28,47.69
2026-09-07,MBL,,,,,,,,,,,15.28,,,,,,,,,,,,,,,,,,,,,,,,5.71,,,3.75,75.07,,,,,,0.19,,,,,,,,,
2026-09-07,MBR,,,,,,,,60.28,,,20.73,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,2.04,,,,,1.03,,,,,,,,15.34,,
2026-09-07,MCU,,,,,,,,,,,,,,,,,,,85.86,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,0.44,,
2026-09-07,MD1,,,,,,,,,,,13.78,,,0.01,,,,,56.25,,,,,,,,,,,,,,,,,,,,4.62,,,,,2.45,3.64,,,,,,,19.25,,
2026-09-07,MD2,,,,,,,,,,,24.47,,,0.02,,,,,39.41,,,,,,,,,,,,,,,2.5,0.58,,,,9.23,,,,,0.72,5.39,,,,,,,17.68,,
2026-09-07,MDF,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,3,1.89,,,,,0.09,,,,,,72.48,,22.14,,
2026-09-07,MET,,,,,,,,,,,,,,,,,,,21.89,,,,,,,,,,,,,,,,,,,1.59,,,,,,,8.48,,,,,68.04,,,,
2026-09-07,MGB,,,,,,,,,,,,,,,,,,,84.38,,,,,,,,,,,,,,,,,,,,,,,,,,15.62,,,,,,,,,
2026-09-07,MGD,,,,,,,,,,,,,,17.62,,,,,82.09,,,,,,,,,,,,,,,,,,,0.24,,,,,,0.05,,,,,,,,,,
2026-09-07,MGE,,,,,-231.87,,,,,,,,,,,,,,331.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,MGH,,,,,,,,,,,,,,,,,,,84.98,,,,,,,,,,,,,,,,,,,,,,,,,0.21,14.81,,,,,,,,,
2026-09-07,MHF,,,,,,,,,,,,,,,,,,,93.24,,,,,,,,,,,,,,,,,,,,,,,,,1.65,1.47,,,,,,,3.64,,
2026-09-07,MIK,,,,,,,,,,,,,,,,,,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.99,,
2026-09-07,MJB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.96,,,42.04,,
2026-09-07,MJE,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,MJG,,17.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,68.76,,,11.96,,
2026-09-07,MJH,,,,,,,,,,,,,,,,,,,62.37,,,,,,,,,,,,,,,,,,,,,,,,,,35.44,,,,,,,2.19,,
2026-09-07,MJK,,,,,,,,,,,,,,,,,,,14.05,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,23.75,,2.2,,
2026-09-07,MJL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,99.97
2026-09-07,MKA,,,,,,,,,,,,,,,,,,,91.03,,,,,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,MKG,,,,,,,,,,,,,,1.43,,,,,0.48,,,,,,,,,,,,,80.35,,,,,,,,,,,,,,,,,15.36,0.34,,2.04,,
2026-09-07,MKL,,,0.26,,,,,,,,,,,,,,,,,27.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,,69.19
2026-09-07,MLS,,,,,,,,,,,,,,,,,,,17.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.34,,10.08
2026-09-07,MLT,,,,,,,,,,,,,,,,,,,89.29,,,,,,,,,,,,,,,,,,,9.76,,,,,,0.95,,,,,,,,,,
2026-09-07,MMH,,,,,,,,,,,,,,,,,,,94.27,,,,,,,,,,,,,,,,,,,,,,,,,,1.29,,,,,,,4.44,,
2026-09-07,MOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,99.99
2026-09-07,MOZ,,,,,,,,,,,7.98,,,,,,,,,,,,,,,,,,,,,,,4.28,5.96,,,0.18,5.02,2.96,,,,,,,,,21.73,39.11,,12.78,,
2026-09-07,MP2,,,,,,,,,,,,,,,,,,,99.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,
2026-09-07,MP4,,,,,-22.75,,,,,,,,,,,,,,122.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,MPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,99.93
2026-09-07,MPE,,,,,,,70.43,,,,,,,,,,,,,,,,,,,,15.61,,,,,,,13.96,,,,,,,,,,,,,,,,,,,,
2026-09-07,MPF,,,,,,,5.53,,,,,,,,,,,,,,,,,16.11,,,13.38,,,,,,,64.98,,,,,,,,,,,,,,,,,,,,
2026-09-07,MPI,,,,,,,,,,,6.39,,,,,,,,59.91,,,,,,,,,,,,,,,,3.16,,,,18.85,,,,,,11.69,,,,,,,,,
2026-09-07,MPK,,,,,,,,,,,,,,,,,,,,,,,,7.95,,,29.06,,,,,,,61.29,,,,,,,,,,,,,,,,,,1.7,,
2026-09-07,MPL,,,,,9.22,,,7.49,,,14.76,,,,,,,4.09,,,,,,4.83,,,,,,,,,,0.89,,,,,32.97,1.46,,,,24.29,,,,,,,,,,
2026-09-07,MPN,,,,,,,,,,,,,,3.09,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.92,,,,14.46,,53.33
2026-09-07,MPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.84,,,,,87.16,,,,
2026-09-07,MPS,,,,,,,,,,,,,,,,,,,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,
2026-09-07,MRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.05,,,,,25.22,,,65.73,,
2026-09-07,MSK,,,,,,,,,,,,,,,,,,,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.25,,
2026-09-07,MSO,,,3.47,,,,,,,,,,,,,,,,,,,,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,8.41,68.96
2026-09-07,MSR,,,,,,,,,,,4.43,,,,,,,,38.95,,,,,,,,,,,,,,,,,,,,33.31,,,,,,23.31,,,,,,,,,
2026-09-07,MT1,,,,,,,,,,,,,,,,,,,2.94,,,,69.77,,,,,,,,,,,,,,,,,,,,3.31,,2.13,,,,,,,21.85,,
2026-09-07,MT2,,,0.09,,24.92,,,,,,7.59,,,,,,,,,,,,,4.04,,,,,,,,,,0.11,,,,,53.75,0.34,,,,9.16,,,,,,,,,,
2026-09-07,MT5,,,,,,,,,,,,,,,,,,,99.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,
2026-09-07,MT6,,,,,,,,,,,,,,,,,,,99.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,
2026-09-07,MT7,,,,,,,,,,,,,,,,,,,99.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,
2026-09-07,MT8,,,,,,,,,,,,,,,,,,,99.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,
2026-09-07,MT9,,,,,,,,,,,,,,,,,,,99.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
2026-09-07,MTD,,,,,,,,,,,,,,,,,,,25.82,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,1.63,67.62,,4.92,,
2026-09-07,MTE,,,,,,,,,,,,,,,,,,,91.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72,,
2026-09-07,MTF,,,,,,,,,,,,,,,,,,,72.01,,,,,,,,,,,,,,,,,,,,,,,,,,27.99,,,,,,,,,
2026-09-07,MTG,,,,,,,,,,,,,,,,,,,81.58,,,,,,,,,,,,,,,,,,,3.92,,,,,,0.51,13.99,,,,,,,,,
2026-09-07,MTH,,,,,,,,,,,,,,0.05,,,,,91.92,,,,,,,,,,,,,,,,,,,,,,,,,2.12,0.98,,,,,,,4.93,,
2026-09-07,MTI,,,,,,,,,,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,17.62,,,,,,,29.58,,
2026-09-07,MTK,,,,,,,2.64,,,,,,,,,,,,96.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,
2026-09-07,MTL,,,,,,,,,,,,,,,,,,,99.78,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,0.21,,
2026-09-07,MTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.15,,,23.85,,
2026-09-07,MTU,,,,,,,,,,,,,,,,,,,87.49,,,,,,,,,,,,,,,,,,,,,,,,,,4.86,,,,,,,7.65,,
2026-09-07,MTV,,,,,,,,,,,,,,,,,,,17.89,,,,,,,,,,,,,,,,,,,0.64,3.53,,,,,,,,,,2.06,66.76,,9.12,,
2026-09-07,MTX,,,,,,,,,,,,,,,,,,,24.39,,,,,,,,,,,,,,,,,,,,,,,,,0.36,,,,,5.85,63.92,,5.48,,
2026-09-07,MUL,,,,,,,,,,,,,,,,,,,99.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,
2026-09-07,MUT,,,,,,,,,,,,,,,,,,,82.21,,,,,,,,,,,,,,,,,,,2.96,,,,,,,14.79,,,,,,,0.04,,
2026-09-07,NAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.84,,,,,,,,,,,,,,,,,,,,,,,8.16,,
2026-09-07,NAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.24,,,,,,,,,,,,,,,,3.1,,,,,0.93,,79.47,,9.26
2026-09-07,NAU,,,,,,,,,,,,,,,,,,,,,,3.17,,,,,,,61.06,,,,,,,,,,,,,22.78,,0.63,0.31,,,,,,,12.05,,
2026-09-07,NAV,,,,,,,,,,,,,,,,,,,82.85,,,,,,,,,,,,,,,,,,,2.01,,,,,,,9.76,,,,,,,5.38,,
2026-09-07,NBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
2026-09-07,NBH,,,,,,,,,,,,,,,,,,,20.37,,,,,,,,,,,,,,,,,,,,,,,,,,29.83,,,,,,,49.8,,
2026-09-07,NBO,,,,,-0.05,,,3.7,,,5.95,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,90.03,,
2026-09-07,NBZ,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,72.37,,,,14.03,,0.35,,,,,,,9.52,,3.25
2026-09-07,NCS,,0.26,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2,,,,,,,,,14.71,,,,7.39,,29.31
2026-09-07,NCU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
2026-09-07,NDL,,,,,,,,,,,,,,,,,,,84.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.56,,
2026-09-07,NDS,,,11.98,,,,,,,,,,,,,,,,28.38,,,,,27.75,,,,,,,,,,,,,,,,,,,,,18.9,,,,,,,12.99,,
2026-09-07,NES,,5.25,,,,,,9.14,,,,,,,,,,,23.38,,,,,,,,,,,,,,,,,,,,19.04,,,,,20.96,0.08,,,,,,,22.15,,
2026-09-07,NFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,
2026-09-07,NFH,,,,,,,,,,,,,,,,,,,96.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,,
2026-09-07,NFK,,,,,,,,,,,,,,,,,,,98.19,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,1.52,,
2026-09-07,NHP,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,,,,2.88,0.91,,88.46,,
2026-09-07,NHT,,,,,,,,,,,,,,,,,,,7.45,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.01,,,,,,,,10.13,,82.39
2026-09-07,NHV,,,,,,,,,,,1.87,,,7.19,,,,,,,,,,,,,,,,,,,,,8.88,,,3.33,51.15,,,,,27.58,,,,,,,,,,
2026-09-07,NHY,,,,,-10.69,,,,,,,,,,,,,,110.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,NIG,,,13.48,,,,,,,,,,,,,,,,30.95,,,,,,,,,,,,,,,,,,,,,,,,,47.5,6.18,,,,,,,1.89,,
2026-09-07,NIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.14,,,,,,,34.86,,
2026-09-07,NJF,,,0.01,,,11.02,,,,,,,,,,,,,,,,,5.07,,,,,,60.49,,,17.75,,,,,,,,,,,,,,,,,,,,5.66,,
2026-09-07,NJG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.47,,,,,,,,97.91,,,,39.49,,,,2.07,,
2026-09-07,NJR,,0.26,,,,,,23.2,,,36.35,,,,,,,,,,,,,,,,,,,,,,,,24.59,,,5.92,,1.57,,,,,,,,,,,,8.11,,
2026-09-07,NJY,,8.74,,,,2.81,,,,,,,,,,,,,,,,,,24.64,,,,,,,,,,43.98,,,,,,,,,,,,,,,,,,19.83,,
2026-09-07,NKA,,,,,,,,,,,,,,,,,,,,,,,35.64,,,64.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,NKC,,,,,,,,,,,,,,,,,,,90.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.85,,
2026-09-07,NKH,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-07,NKJ,,,,,,,,16.3,,,,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,,,,,4.69,0.01,,,,,,,,,
2026-09-07,NKK,,,,,,,,12.39,,,2.94,,,,,,,,15.22,,,,,6.6,,,4.73,,,,,,,9.93,10.5,,,,,5.66,,,,24.41,0.52,,,,,,,7.1,,
2026-09-07,NKL,,,,,,,,,,,6.18,,,,,,,,,,,,,14.02,,,,,,,,,,0.07,15.83,,,17.99,1.61,0.97,,,,43.33,,,,,,,,,,
2026-09-07,NKM,,,,,,,,,,,,,,,,,,,91.71,,,,,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63,,
2026-09-07,NKP,,,,,,,,,,,6,,,,,,,,20.87,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,,,66.73,,4.15,,
2026-09-07,NKS,,18.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.34,,
2026-09-07,NKT,,,,,,7.31,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.69,,
2026-09-07,NKV,,,,,,,,,,,,,,,,,,,,,,,,58.99,,,,,,,,,,40.95,,,,,,,,,,,,,,,,,,0.06,,
2026-09-07,NLC,,,,,,,,,,,,,,,,,,,,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,,35.31
2026-09-07,NLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,,97.21
2026-09-07,NLE,,0.72,,,,,,,,,,,,,,,,,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,4.73,,,,,,,9.65,,
