fonKodu,fonUnvan,fonTipi,fonSinifi,durum,kurucu,fundOid,kategori,kategoriKaynak
MJK,MEKSA PORTFÖY KARDELEN SERBEST FON,YF,SF,faal,MEKSA PORTFÖY YÖNETİMİ A.Ş.,4028328d7b648589017b829f7e055d1f,Serbest,unvan
MJL,AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ-AVRO) FON,YF,SF,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c794d2f890179c7f91d84302c,Serbest,unvan
MK1,MAQASID GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. BİRİNCİ KARMA GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ERA CAPİTAL GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d9cc9d32b019d19a40d9e3b3d,Karma,unvan
MKA,MARMARA CAPİTAL PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MARMARA CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,4028328d93c3b68c01941c6dc7a651fa,Hisse Senedi,unvan
MKG,AKTİF PORTFÖY ALTIN KATILIM FONU,YF,KTF,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d7179849801719797384a1dcb,Kıymetli Madenler,unvan
MKL,İŞ PORTFÖY MKS SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328d89555d7f018a84155db867e0,Serbest,unvan
MLK,TERA PORTFÖY MASLAK SERBEST ÖZEL FON,YF,SF,faal,TERA PORTFÖY YÖNETİMİ A.Ş.,4028328d98455cf70198c69c0e992d51,Serbest,unvan
MLS,AKTİF PORTFÖY SİYAH BEYAZ SERBEST ÖZEL FON,YF,SF,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d7812cbf301781b58eeb55a0b,Serbest,unvan
MLT,DENİZ PORTFÖY MELTEM HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c98f754d101990aaea10e4e9f,Hisse Senedi,unvan
MMG,MAQASID GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. MEYDAN GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,ERA CAPİTAL GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d8305029d0183465e1930340f,Diğer,unvan
MMH,AKTİF PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL)  FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c71bc39c0017218e307c43a95,Hisse Senedi,unvan
MOD,YAPI KREDİ PORTFÖY MODA SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee7018b65f4ba4b1e70,Serbest,unvan
MOG,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. ODTÜ 70. YIL GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d9aaa2dfa019ac5219da47efe,Diğer,unvan
MOZ,EMAA BLUE PORTFÖY MOZAİK SERBEST FON,YF,SF,faal,EMAA BLUE PORTFÖY YÖNETİMİ A.Ş.,4028328d998eebe8019a531e13514129,Serbest,unvan
MP1,MT PORTFÖY GÜMÜŞ FON SEPETİ FONU,YF,DG,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c969f295c019763df269b0047,Fon Sepeti,unvan
MP2,MT PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328d950b608601951832acb7467c,Hisse Senedi,unvan
MP4,MT PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c969f2955019763d9387a1598,Hisse Senedi,unvan
MPA,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. FOUNDER ONE GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d8029261b01803d248ccd664e,Diğer,unvan
MPATA,AKTİF PORTFÖY YÖNETİMİ A.Ş. İKİNCİ GAYRİMENKUL YATIRIM (TL) FONU,GMF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c65fd41d90166e98154297528,Diğer,unvan
MPD,AKTİF PORTFÖY AKTİF SERBEST (DÖVİZ) FON,YF,SF,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c65fd41d90166e982b4577550,Serbest,unvan
MPE,MT PORTFÖY PARA PİYASASI KATILIM (TL) FONU,YF,KTF,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328d9824357901983233d0bf3acb,Para Piyasası,unvan
MPF,AKTİF PORTFÖY KISA VADELİ KİRA SERTİFİKASI KATILIM (TL) FONU,YF,KTF,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c5b3ef438015c3ed1175733a5,Kısa Vadeli Borçlanma,unvan
MPI,MEKSA PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON,YF,SF,faal,MEKSA PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee8018b8f28ed952c63,Serbest,unvan
MPK,AKTİF PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,YF,KTF,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d5b3ef6c7015baa2d51b32630,Katılım,unvan
MPL,MT PORTFÖY PARA PİYASASI (TL) FONU,YF,DG,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c9373b8ac0193b51ec3475016,Para Piyasası,unvan
MPN,AKTİF PORTFÖY İKİNCİ AKTİF SERBEST (DÖVİZ) FON,YF,SF,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c6ab78362016b54b6f83a38ac,Serbest,unvan
MPP,MEKSA PORTFÖY PRIME SERBEST FON,YF,SF,faal,MEKSA PORTFÖY YÖNETİMİ A.Ş.,4028328c55a2cb380155b512353a3210,Serbest,unvan
MPS,AKTİF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d5b3ef6c7015baa2f04ff2669,Hisse Senedi,unvan
MPT,AKTİF PORTFÖY YÖNETİMİ A.Ş. AKTİF VENTURES GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c7600748501766652127944e5,Diğer,unvan
MRE,MAQASID GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. FONTAR GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ERA CAPİTAL GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c8588f3010185f2eaf712501d,Diğer,unvan
MRI,TEB PORTFÖY MERİDYEN SERBEST FON,YF,SF,faal,TEB PORTFÖY YÖNETİMİ A.Ş.,4028328d916b98a001918dad18d326d3,Serbest,unvan
MSK,AZİMUT PORTFÖY MSG SERBEST (TL) ÖZEL FON,YF,SF,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328d86d233be0187be0846f8698c,Serbest,unvan
MSO,ASTRA PORTFÖY MSK SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,ASTRA PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018c2506e87c279b,Serbest,unvan
MSR,MEKSA PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,YF,SF,faal,MEKSA PORTFÖY YÖNETİMİ A.Ş.,4028328d8e21d0ec018e36dd93660c38,Serbest,unvan
MSS,MAQASID GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. MAYAHUB GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ERA CAPİTAL GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d7afb2dbd017b5e01f9402ab7,Diğer,unvan
MT1,MT PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,YF,SF,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c9373b8ac0193b5125e6a4f7c,Serbest,unvan
MT2,MT PORTFÖY PARA PİYASASI SERBEST (TL) FON,YF,SF,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c9373b8ac0193b51292d74f87,Para Piyasası,unvan
MT5,MT PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328d982435790198322ee5683a0b,Hisse Senedi,unvan
MT6,MT PORTFÖY ALTINCI HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328d982435790198322e4e0f39de,Hisse Senedi,unvan
MT7,MT PORTFÖY YEDİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c98f754d1019919936eb332b2,Hisse Senedi,unvan
MT8,MT PORTFÖY SEKİZİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328d998eebe8019a10d726f67fb0,Hisse Senedi,unvan
MT9,MT PORTFÖY DOKUZUNCU HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328d998eebe8019a10d6f4ec7f97,Hisse Senedi,unvan
MTA,MT PORTFÖY ALTIN KATILIM FONU,YF,KTF,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328d98243579019832318ccc3a63,Kıymetli Madenler,unvan
MTC,MT PORTFÖY YÖNETİMİ A.Ş. İKİNCİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c9af2405e019b462578e76770,Diğer,unvan
MTD,BV PORTFÖY MALZEME TEKNOLOJİLERİ DEĞİŞKEN FON,YF,DG,faal,BV PORTFÖY YÖNETİMİ A.Ş.,4028328d949955a90194b20c87887dc5,Değişken,unvan
MTE,MT PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c949953a00194f3efa444305f,Hisse Senedi,unvan
MTF,MT PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c949953a00194f3ef60ef3053,Hisse Senedi,unvan
MTG,DENİZ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c9373b8aa0193ba169f5a37e9,Hisse Senedi,unvan
MTH,MT PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328d9373bab00193b51ab7b63889,Hisse Senedi,unvan
MTI,AZİMUT PORTFÖY METİS SERBEST ÖZEL FON,YF,SF,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328c90effe4c01910e580c824e90,Serbest,unvan
MTK,MT PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c969f2955019711b35bc66848,Hisse Senedi,unvan
MTL,AURA PORTFÖY MUTLAK GETİRİ HEDEFLİ SERBEST FON,YF,SF,faal,AURA PORTFÖY YÖNETİMİ A.Ş.,4028328d8e21d0ec018ee6a1b8344ea3,Serbest,unvan
MTS,AKTİF PORTFÖY TARIM VE SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,YF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c84686b4001852988fa6a40b0,Fon Sepeti,unvan
MTT,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. MOLTEN EAST TÜRKİYE TEKNOLOJİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d9af24265019b4ade96e01911,Diğer,unvan
MTU,MT PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328d950b60860195183255c04671,Hisse Senedi,unvan
MTV,AK PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328c7f7cb862017fb7147ff835ce,Değişken,unvan
MTX,TEB PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,YF,DG,faal,TEB PORTFÖY YÖNETİMİ A.Ş.,4028328c800a1f9f018018cd1cab2d3d,Değişken,unvan
MU1,AK PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d9373bab0019396d353bc16f4,Hisse Senedi,unvan
MUC,MT PORTFÖY YÖNETİMİ A.Ş. ÜÇÜNCÜ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c9af2405e019b462552766765,Diğer,unvan
MUG,AKTİF PORTFÖY YÖNETİMİ A.Ş. ÜÇÜNCÜ GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c950ba8c701955bd0967359b1,Diğer,unvan
MUL,MT PORTFÖY BİRİNCİ SERBEST FON,YF,SF,faal,MT PORTFÖY YÖNETİMİ A.Ş.,4028328c9373b8ac0193917943617744,Serbest,unvan
MUT,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,GARANTİ PORTFÖY YÖNETİMİ A.Ş.,4028328c9132faf001915b978fb309ca,Hisse Senedi,unvan
MVG,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. TPEF V GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c9f52dc40019fea97bb814248,Diğer,unvan
MYF,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. TÜRKİYE YEŞİL FİNANS PROJESİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c9013796e01903af3f5c63f9d,Diğer,unvan
MYI,MAQASID GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. FONBULUCU GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ERA CAPİTAL GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c767baf6801769aac4787039a,Diğer,unvan
MYP,AKTİF PORTFÖY YÖNETİMİ A.Ş. YAPRAK YENİLENEBİLİR ENERJİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328c7600748501766665b7b24567,Diğer,unvan
MYT,MAQASİD GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. YENİLİKÇİ TEKNOLOJİLER GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ERA CAPİTAL GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c767baf6801769aae77fa03ab,Diğer,unvan
MYU,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. 100. YIL GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,MAXİS GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c8a99cab9018abbfe4a7471b1,Diğer,unvan
MZL,AGESA HAYAT VE EMEKLİLİK A.Ş. İKİNCİ FON SEPETİ EMEKLİLİK YATIRIM FONU,EYF,,faal,AGESA HAYAT VE EMEKLİLİK A.Ş.,4028328d761063980176474d1f8f21ae,Fon Sepeti,unvan
MZN,AGESA HAYAT VE EMEKLİLİK A.Ş. BİRİNCİ FON SEPETİ EMEKLİLİK YATIRIM FONU,EYF,,faal,AGESA HAYAT VE EMEKLİLİK A.Ş.,4028328d761063980176474be44d219f,Fon Sepeti,unvan
MZP,AGESA HAYAT VE EMEKLİLİK A.Ş. ÜÇÜNCÜ FON SEPETİ EMEKLİLİK YATIRIM FONU,EYF,,faal,AGESA HAYAT VE EMEKLİLİK A.Ş.,4028328d761063980176474de71121bd,Fon Sepeti,unvan
NA6,ANATOLIA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. AGIA GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ANATOLIA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d9f0a0a59019f287d9cc8688c,Diğer,unvan
NA7,ANATOLIA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. NEO PLANET GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ANATOLIA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c9f52dc4001a019b97d4b1947,Diğer,unvan
NAA,NATURA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. ALTINCI PROJE GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,NATURA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d98455cf70198d1b4b22675a7,Diğer,unvan
NAG,NEO PORTFÖY YÖNETİMİ A.Ş. AKS GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c7da7e73d017e57d8c6a13552,Diğer,unvan
NAK,NEO PORTFÖY ALTIN KATILIM FONU,YF,KTF,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c9aaa2bf9019abf64209a53d3,Kıymetli Madenler,unvan
NAL,NEO PORTFÖY ALTINCI SERBEST FON,YF,SF,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c98455aea0198bd3c22505b7f,Serbest,unvan
NAT,INVEO PORTFÖY YÖNETİMİ A.Ş. ADVENTURES GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,INVEO PORTFÖY YÖNETİMİ A.Ş.,4028328d7da7e96d017ed4afa8c00ebb,Diğer,unvan
NAU,NEO PORTFÖY ALTIN FONU,YF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c8e21cef8018e2c96f3281b17,Kıymetli Madenler,unvan
NAV,NUROL PORTFÖY NOVA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328d919f184b0192b8beeaf824bc,Hisse Senedi,unvan
NBA,NUROL PORTFÖY YÖNETİMİ A.Ş. BABACAN MERİDİAN PROJE GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328c950ba8c601953c3758af3d15,Diğer,unvan
NBC,NUROL PORTFÖY YÖNETİMİ A.Ş. ONBİRİNCİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328d969f29540197363a839b3eb0,Diğer,unvan
NBE,NEO PORTFÖY BEŞİNCİ SERBEST FON,YF,SF,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328d949955a90194b7aa0c252f6a,Serbest,unvan
NBH,NEO PORTFÖY ALGORİTMİK STRATEJİLER SERBEST FON,YF,SF,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328d7850aacb0178e8c9a1485c69,Serbest,unvan
NBI,NUROL PORTFÖY YÖNETİMİ A.Ş. BÜYÜYEN İŞLETMELER GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee7018c442a34830096,Diğer,unvan
NBM,NEO PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,YF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c98242c7501983b74f5336a90,Borçlanma Araçları,unvan
NBO,NEO PORTFÖY BORÇLANMA ARACI FONLARI FON SEPETİ FONU,YF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328d969f2954019734c4e11e2256,Fon Sepeti,unvan
NBP,NEO PORTFÖY YÖNETİMİ A.Ş. BİRİNCİ PROJE GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c95959ac201961f7cee7b5dc1,Diğer,unvan
NBR,NATURA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. BİRİNCİ PROJE GAYRİMENKUL YATIRIM FONU,GMF,DG,faal,NATURA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328c930ce8de01932ab894de40ab,Diğer,unvan
NBY,QNB PORTFÖY YÖNETİMİ A.Ş. QNBEYOND GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,QNB PORTFÖY YÖNETİMİ A.Ş.,4028328d75e773c30175f4c3cbab0bce,Diğer,unvan
NBZ,NEO PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,YF,SF,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328d7850aacb0178e8cba2d05c79,Serbest,unvan
NCA,NEO PORTFÖY YÖNETİMİ A.Ş. ASTRA CAPİTAL GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328d998eebe8019aa6c4e7e645f5,Diğer,unvan
NCG,NUROL PORTFÖY YÖNETİMİ A.Ş. CARACAL GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee7018d21efe6a9318e,Diğer,unvan
NCH,NEO PORTFÖY YÖNETİMİ A.Ş. PALMET GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c949953a20194f921909f4913,Diğer,unvan
NCI,PARDUS PORTFÖY YÖNETİMİ A.Ş. İKİNCİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,PARDUS PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018c7d1e29095bda,Diğer,unvan
NCP,NUROL PORTFÖY YÖNETİMİ A.Ş. İDACAPİTAL WORQCOMPANY GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328d919f184b0192f74dc6067c1b,Diğer,unvan
NCS,NUROL PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,YF,SF,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328c86d2320001870ef291f32901,Serbest,unvan
NCU,NEO PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,YF,SF,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c949953a20194fa0688e7520e,Serbest,unvan
NCV,NUROL PORTFÖY ÜÇÜNCÜ SERBEST FON,YF,SF,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328d950b60860195948447d13a9d,Serbest,unvan
NDC,TACİRLER PORTFÖY NMÇ KAR PAYI ÖDEYEN SERBEST ÖZEL FON,YF,SF,faal,TACİRLER PORTFÖY YÖNETİMİ A.Ş.,4028328d8e21d0ec018f3e71203f73ef,Serbest,unvan
NDG,NUROL PORTFÖY YÖNETİMİ A.Ş. APRİL MEDYA GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328d7bf4b81c017d28bc85254c49,Diğer,unvan
NDK,NUROL PORTFÖY YÖNETİMİ A.Ş. DOKUZUNCU GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328d969f29540197363ac89c3ec6,Diğer,unvan
NDL,ALLBATROSS PORTFÖY ANADOLU HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,4028328d868461840186cbc47d833be7,Hisse Senedi,unvan
NDS,NEO PORTFÖY DÖRDÜNCÜ SERBEST FON,YF,SF,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c8f3f759b018fde6729a549b9,Serbest,unvan
NDU,NUROL PORTFÖY ÜÇÜNCÜ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328d950b6086019594841e623a89,Hisse Senedi,unvan
NEA,NEO PORTFÖY YÖNETİMİ A.Ş. AKDENİZ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c7d3c2e71017d9545c661578b,Diğer,unvan
NEC,NEO PORTFÖY YÖNETİMİ A.Ş. OVİUM GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c7d3c2e71017d95437166576d,Diğer,unvan
NEP,NEO PORTFÖY YÖNETİMİ A.Ş. PERGE GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,NEO PORTFÖY YÖNETİMİ A.Ş.,4028328c7fd43043017fd4be57b0064b,Diğer,unvan
NES,INVEO PORTFÖY DÖRDÜNCÜ SERBEST ÖZEL FON,YF,SF,faal,INVEO PORTFÖY YÖNETİMİ A.Ş.,4028328c8e21cef7018ea95f73834a1a,Serbest,unvan
